,Student Roll Number,Student Name,No. of Courses Required,Pref 1,Pref 2,Pref 3,Pref 4,Pref 5,Pref 6,Pref 7,Pref 8,Pref 9,Pref 10,Pref 11,Pref 12,Pref 13,Pref 14,Pref 15,Pref 16,Pref 17,Pref 18,Pref 19,Pref 20,Pref 21,Pref 22,Pref 23,Pref 24,Pref 25,Pref 26,Pref 27,Pref 28,Pref 29,Pref 30
617,19110118, ,2,HS014,HS021,HS008,HS018,HS025,HS024,HS001,HS026,HS011,HS010,HS006,HS002,HS017,HS015,HS013,HS020,HS016,HS028,HS012,HS007,HS003,HS022,HS004,HS005,HS009,HS019,HS023,HS027,HS029,HS030
618,19110119, ,3,HS008,HS006,HS022,HS007,HS002,HS001,HS010,HS012,HS020,HS018,HS016,HS028,HS025,HS014,HS011,HS019,HS030,HS003,HS029,HS004,HS005,HS009,HS013,HS015,HS017,HS021,HS023,HS024,HS026,HS027
619,19110120, ,1,HS030,HS023,HS001,HS020,HS015,HS025,HS012,HS021,HS007,HS005,HS013,HS004,HS009,HS028,HS022,HS026,HS002,HS003,HS006,HS008,HS010,HS011,HS014,HS016,HS017,HS018,HS019,HS024,HS027,HS029
620,19110121, ,1,HS013,HS020,HS005,HS023,HS014,HS024,HS017,HS028,HS004,HS025,HS011,HS002,HS010,HS019,HS007,HS018,HS006,HS009,HS026,HS001,HS021,HS016,HS008,HS003,HS012,HS015,HS022,HS027,HS029,HS030
621,19110122, ,2,HS003,HS021,HS020,HS030,HS011,HS013,HS006,HS004,HS010,HS024,HS017,HS025,HS001,HS002,HS005,HS007,HS008,HS009,HS012,HS014,HS015,HS016,HS018,HS019,HS022,HS023,HS026,HS027,HS028,HS029
622,19110123, ,1,HS025,HS026,HS008,HS016,HS013,HS020,HS029,HS014,HS005,HS019,HS023,HS018,HS015,HS022,HS009,HS006,HS030,HS001,HS002,HS003,HS004,HS007,HS010,HS011,HS012,HS017,HS021,HS024,HS027,HS028
623,19110124, ,3,HS018,HS012,HS014,HS020,HS006,HS024,HS013,HS011,HS009,HS027,HS023,HS028,HS017,HS002,HS026,HS008,HS015,HS004,HS001,HS003,HS005,HS007,HS010,HS016,HS019,HS021,HS022,HS025,HS029,HS030
624,19110125, ,1,HS019,HS024,HS014,HS030,HS006,HS028,HS029,HS011,HS001,HS009,HS002,HS003,HS004,HS005,HS007,HS008,HS010,HS012,HS013,HS015,HS016,HS017,HS018,HS020,HS021,HS022,HS023,HS025,HS026,HS027
625,19110126, ,1,HS017,HS010,HS006,HS021,HS030,HS014,HS018,HS009,HS020,HS026,HS005,HS027,HS001,HS022,HS002,HS003,HS004,HS007,HS008,HS011,HS012,HS013,HS015,HS016,HS019,HS023,HS024,HS025,HS028,HS029
626,19110127, ,2,HS022,HS025,HS006,HS003,HS026,HS012,HS017,HS013,HS004,HS024,HS010,HS027,HS028,HS002,HS011,HS016,HS030,HS019,HS029,HS020,HS008,HS015,HS023,HS001,HS009,HS018,HS021,HS005,HS007,HS014
627,19110128, ,3,HS021,HS015,HS013,HS028,HS014,HS027,HS007,HS029,HS004,HS008,HS002,HS017,HS001,HS011,HS010,HS009,HS006,HS026,HS024,HS003,HS023,HS018,HS019,HS012,HS022,HS005,HS016,HS020,HS025,HS030
628,19110129, ,2,HS007,HS015,HS014,HS001,HS002,HS003,HS004,HS005,HS006,HS008,HS009,HS010,HS011,HS012,HS013,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
629,19110130, ,1,HS025,HS013,HS024,HS005,HS012,HS018,HS001,HS023,HS022,HS002,HS003,HS004,HS006,HS007,HS008,HS009,HS010,HS011,HS014,HS015,HS016,HS017,HS019,HS020,HS021,HS026,HS027,HS028,HS029,HS030
630,19110131, ,2,HS009,HS024,HS002,HS026,HS004,HS029,HS022,HS007,HS027,HS001,HS017,HS028,HS012,HS003,HS005,HS006,HS008,HS010,HS011,HS013,HS014,HS015,HS016,HS018,HS019,HS020,HS021,HS023,HS025,HS030
631,19110132, ,2,HS006,HS005,HS013,HS016,HS015,HS025,HS018,HS028,HS019,HS027,HS017,HS026,HS008,HS007,HS021,HS010,HS009,HS012,HS001,HS002,HS003,HS004,HS011,HS014,HS020,HS022,HS023,HS024,HS029,HS030
632,19110133, ,1,HS024,HS021,HS019,HS009,HS004,HS002,HS022,HS012,HS026,HS017,HS008,HS001,HS015,HS013,HS014,HS027,HS003,HS011,HS007,HS030,HS020,HS028,HS005,HS006,HS010,HS016,HS018,HS023,HS025,HS029
633,19110134, ,2,HS014,HS013,HS030,HS021,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS015,HS016,HS017,HS018,HS019,HS020,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029
634,19110135, ,2,HS027,HS013,HS003,HS005,HS028,HS021,HS006,HS009,HS029,HS001,HS015,HS024,HS023,HS019,HS016,HS022,HS012,HS018,HS011,HS002,HS004,HS007,HS008,HS010,HS014,HS017,HS020,HS025,HS026,HS030
635,19110136, ,2,HS002,HS030,HS023,HS008,HS026,HS017,HS009,HS003,HS022,HS013,HS018,HS016,HS001,HS006,HS004,HS010,HS029,HS028,HS012,HS021,HS011,HS020,HS007,HS015,HS027,HS005,HS014,HS019,HS024,HS025
636,19110137, ,2,HS017,HS013,HS011,HS010,HS020,HS014,HS018,HS029,HS012,HS004,HS019,HS005,HS008,HS006,HS015,HS001,HS002,HS003,HS007,HS009,HS016,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS030
637,19110138, ,2,HS018,HS026,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS027,HS028,HS029,HS030
638,19110139, ,1,HS005,HS025,HS028,HS010,HS017,HS012,HS011,HS002,HS009,HS027,HS006,HS023,HS008,HS030,HS019,HS020,HS026,HS001,HS003,HS004,HS007,HS013,HS014,HS015,HS016,HS018,HS021,HS022,HS024,HS029
639,19110140, ,3,HS015,HS004,HS009,HS002,HS010,HS006,HS007,HS029,HS005,HS028,HS012,HS025,HS023,HS022,HS014,HS027,HS011,HS008,HS030,HS001,HS020,HS024,HS018,HS013,HS021,HS026,HS003,HS019,HS016,HS017
640,19110141, ,2,HS020,HS025,HS019,HS001,HS027,HS011,HS007,HS013,HS021,HS022,HS010,HS026,HS012,HS008,HS014,HS003,HS017,HS002,HS004,HS005,HS006,HS009,HS015,HS016,HS018,HS023,HS024,HS028,HS029,HS030
641,19110142, ,1,HS009,HS003,HS015,HS002,HS014,HS022,HS021,HS017,HS027,HS006,HS023,HS004,HS008,HS005,HS025,HS013,HS001,HS024,HS012,HS030,HS016,HS007,HS010,HS011,HS018,HS019,HS020,HS026,HS028,HS029
642,19110143, ,1,HS018,HS006,HS008,HS001,HS002,HS003,HS004,HS005,HS007,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
643,19110144, ,3,HS027,HS026,HS030,HS017,HS009,HS023,HS022,HS010,HS006,HS001,HS002,HS003,HS004,HS005,HS007,HS008,HS011,HS012,HS013,HS014,HS015,HS016,HS018,HS019,HS020,HS021,HS024,HS025,HS028,HS029
644,19110145, ,1,HS012,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
645,19110146, ,2,HS019,HS022,HS007,HS009,HS012,HS011,HS008,HS001,HS016,HS002,HS003,HS004,HS005,HS006,HS010,HS013,HS014,HS015,HS017,HS018,HS020,HS021,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
646,19110147, ,2,HS025,HS018,HS021,HS028,HS024,HS004,HS017,HS009,HS003,HS011,HS010,HS006,HS001,HS029,HS012,HS013,HS016,HS026,HS019,HS015,HS030,HS014,HS020,HS027,HS002,HS007,HS022,HS023,HS008,HS005
647,19110148, ,2,HS024,HS011,HS019,HS016,HS003,HS012,HS002,HS001,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS013,HS014,HS015,HS017,HS018,HS020,HS021,HS022,HS023,HS025,HS026,HS027,HS028,HS029,HS030
648,19110149, ,2,HS008,HS026,HS004,HS021,HS018,HS017,HS015,HS013,HS006,HS002,HS003,HS019,HS016,HS024,HS022,HS009,HS010,HS007,HS028,HS001,HS005,HS011,HS012,HS014,HS020,HS023,HS025,HS027,HS029,HS030
649,19110150, ,2,HS026,HS027,HS007,HS003,HS006,HS022,HS019,HS023,HS011,HS002,HS018,HS030,HS001,HS004,HS005,HS008,HS009,HS010,HS012,HS013,HS014,HS015,HS016,HS017,HS020,HS021,HS024,HS025,HS028,HS029
650,19110151, ,2,HS023,HS009,HS004,HS006,HS014,HS028,HS005,HS027,HS008,HS013,HS026,HS015,HS011,HS003,HS007,HS022,HS001,HS002,HS010,HS012,HS016,HS017,HS018,HS019,HS020,HS021,HS024,HS025,HS029,HS030
651,19110152, ,2,HS011,HS005,HS013,HS029,HS026,HS001,HS019,HS014,HS004,HS017,HS016,HS024,HS009,HS012,HS006,HS015,HS008,HS027,HS020,HS002,HS003,HS007,HS010,HS018,HS021,HS022,HS023,HS025,HS028,HS030
652,19110153, ,1,HS003,HS001,HS002,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
653,19110154, ,3,HS015,HS018,HS016,HS020,HS024,HS019,HS003,HS014,HS005,HS011,HS012,HS026,HS028,HS007,HS013,HS029,HS027,HS023,HS025,HS030,HS022,HS006,HS002,HS009,HS008,HS010,HS017,HS001,HS004,HS021
654,19110155, ,2,HS003,HS012,HS021,HS027,HS006,HS001,HS002,HS004,HS005,HS007,HS008,HS009,HS010,HS011,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS022,HS023,HS024,HS025,HS026,HS028,HS029,HS030
655,19110156, ,3,HS012,HS014,HS001,HS002,HS010,HS030,HS024,HS025,HS013,HS003,HS019,HS016,HS015,HS022,HS023,HS004,HS005,HS006,HS007,HS008,HS009,HS011,HS017,HS018,HS020,HS021,HS026,HS027,HS028,HS029
656,19110157, ,1,HS027,HS010,HS011,HS021,HS005,HS022,HS020,HS001,HS002,HS003,HS004,HS006,HS007,HS008,HS009,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS023,HS024,HS025,HS026,HS028,HS029,HS030
657,19110158, ,2,HS006,HS004,HS021,HS017,HS001,HS002,HS003,HS005,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS018,HS019,HS020,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
658,19110159, ,3,HS030,HS008,HS029,HS001,HS005,HS009,HS021,HS007,HS027,HS010,HS006,HS024,HS002,HS003,HS004,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS022,HS023,HS025,HS026,HS028
659,19110160, ,2,HS023,HS001,HS014,HS006,HS017,HS019,HS028,HS011,HS025,HS009,HS027,HS024,HS005,HS003,HS016,HS020,HS004,HS015,HS021,HS030,HS018,HS008,HS002,HS007,HS010,HS012,HS013,HS022,HS026,HS029
660,19110161, ,3,HS022,HS014,HS028,HS029,HS025,HS004,HS013,HS020,HS008,HS021,HS002,HS026,HS030,HS003,HS018,HS001,HS005,HS006,HS007,HS009,HS010,HS011,HS012,HS015,HS016,HS017,HS019,HS023,HS024,HS027
661,19110162, ,3,HS025,HS015,HS023,HS002,HS005,HS013,HS026,HS012,HS004,HS016,HS009,HS019,HS006,HS010,HS014,HS003,HS028,HS018,HS021,HS030,HS024,HS011,HS027,HS029,HS001,HS008,HS017,HS020,HS007,HS022
662,19110163, ,1,HS013,HS008,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS009,HS010,HS011,HS012,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
663,19110164, ,3,HS019,HS012,HS010,HS027,HS028,HS029,HS021,HS013,HS005,HS016,HS001,HS011,HS014,HS002,HS003,HS004,HS006,HS007,HS008,HS009,HS015,HS017,HS018,HS020,HS022,HS023,HS024,HS025,HS026,HS030
664,19110165, ,1,HS009,HS004,HS014,HS011,HS006,HS021,HS001,HS019,HS005,HS010,HS015,HS027,HS016,HS029,HS017,HS008,HS013,HS007,HS012,HS022,HS020,HS024,HS023,HS028,HS030,HS003,HS025,HS018,HS026,HS002
665,19110166, ,2,HS008,HS005,HS017,HS002,HS021,HS012,HS011,HS004,HS013,HS025,HS014,HS015,HS030,HS010,HS020,HS022,HS006,HS027,HS029,HS019,HS018,HS026,HS028,HS016,HS007,HS024,HS001,HS023,HS003,HS009
666,19110167, ,3,HS003,HS004,HS010,HS021,HS001,HS023,HS016,HS024,HS030,HS007,HS025,HS022,HS015,HS009,HS020,HS017,HS028,HS019,HS012,HS011,HS005,HS008,HS026,HS018,HS027,HS029,HS002,HS006,HS013,HS014
667,19110168, ,3,HS008,HS015,HS024,HS017,HS018,HS030,HS012,HS026,HS020,HS002,HS014,HS009,HS016,HS013,HS010,HS001,HS003,HS004,HS005,HS006,HS007,HS011,HS019,HS021,HS022,HS023,HS025,HS027,HS028,HS029
668,19110169, ,2,HS022,HS028,HS020,HS009,HS019,HS007,HS013,HS003,HS024,HS014,HS017,HS012,HS010,HS001,HS025,HS029,HS026,HS004,HS016,HS015,HS002,HS005,HS006,HS008,HS011,HS018,HS021,HS023,HS027,HS030
669,19110170, ,1,HS015,HS026,HS013,HS002,HS004,HS006,HS008,HS001,HS025,HS027,HS012,HS017,HS021,HS028,HS010,HS030,HS007,HS014,HS019,HS005,HS003,HS009,HS011,HS016,HS018,HS020,HS022,HS023,HS024,HS029
670,19110171, ,1,HS028,HS017,HS010,HS020,HS014,HS021,HS003,HS001,HS002,HS004,HS005,HS006,HS007,HS008,HS009,HS011,HS012,HS013,HS015,HS016,HS018,HS019,HS022,HS023,HS024,HS025,HS026,HS027,HS029,HS030
671,19110172, ,3,HS016,HS024,HS011,HS025,HS023,HS029,HS004,HS001,HS002,HS003,HS005,HS006,HS007,HS008,HS009,HS010,HS012,HS013,HS014,HS015,HS017,HS018,HS019,HS020,HS021,HS022,HS026,HS027,HS028,HS030
672,19110173, ,1,HS018,HS030,HS017,HS002,HS022,HS008,HS023,HS011,HS010,HS015,HS016,HS029,HS001,HS003,HS004,HS005,HS006,HS007,HS009,HS012,HS013,HS014,HS019,HS020,HS021,HS024,HS025,HS026,HS027,HS028
673,19110174, ,2,HS026,HS025,HS010,HS003,HS021,HS008,HS014,HS011,HS019,HS013,HS016,HS007,HS005,HS024,HS018,HS012,HS001,HS004,HS023,HS027,HS030,HS029,HS020,HS009,HS028,HS002,HS006,HS015,HS017,HS022
674,19110175, ,3,HS018,HS027,HS002,HS004,HS008,HS015,HS012,HS022,HS017,HS009,HS013,HS019,HS001,HS024,HS005,HS007,HS014,HS011,HS023,HS030,HS016,HS006,HS003,HS021,HS010,HS020,HS025,HS026,HS028,HS029
675,19110176, ,2,HS004,HS018,HS027,HS005,HS023,HS024,HS021,HS020,HS012,HS029,HS009,HS001,HS002,HS003,HS006,HS007,HS008,HS010,HS011,HS013,HS014,HS015,HS016,HS017,HS019,HS022,HS025,HS026,HS028,HS030
676,19110177, ,3,HS011,HS016,HS021,HS022,HS008,HS026,HS017,HS002,HS006,HS027,HS010,HS005,HS025,HS007,HS029,HS003,HS020,HS028,HS001,HS004,HS009,HS012,HS013,HS014,HS015,HS018,HS019,HS023,HS024,HS030
677,19110178, ,2,HS011,HS018,HS001,HS010,HS005,HS020,HS026,HS027,HS030,HS007,HS016,HS013,HS003,HS024,HS021,HS009,HS023,HS002,HS017,HS025,HS012,HS004,HS006,HS008,HS014,HS015,HS019,HS022,HS028,HS029
678,19110179, ,2,HS025,HS003,HS001,HS008,HS002,HS004,HS005,HS006,HS007,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS026,HS027,HS028,HS029,HS030
679,19110180, ,3,HS018,HS003,HS014,HS009,HS028,HS019,HS005,HS020,HS001,HS024,HS002,HS011,HS015,HS006,HS027,HS022,HS026,HS012,HS021,HS029,HS025,HS010,HS004,HS023,HS030,HS017,HS008,HS007,HS013,HS016
680,19110181, ,3,HS002,HS008,HS019,HS007,HS022,HS030,HS018,HS016,HS029,HS024,HS011,HS004,HS014,HS001,HS003,HS005,HS006,HS009,HS010,HS012,HS013,HS015,HS017,HS020,HS021,HS023,HS025,HS026,HS027,HS028
681,19110182, ,3,HS009,HS028,HS025,HS008,HS010,HS011,HS027,HS013,HS029,HS003,HS030,HS017,HS026,HS016,HS002,HS024,HS012,HS001,HS004,HS005,HS006,HS007,HS014,HS015,HS018,HS019,HS020,HS021,HS022,HS023
682,19110183, ,1,HS004,HS013,HS017,HS007,HS030,HS029,HS006,HS018,HS003,HS001,HS008,HS027,HS019,HS024,HS016,HS002,HS028,HS026,HS010,HS020,HS005,HS009,HS011,HS012,HS014,HS015,HS021,HS022,HS023,HS025
683,19110184, ,3,HS027,HS014,HS019,HS025,HS022,HS016,HS026,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS015,HS017,HS018,HS020,HS021,HS023,HS024,HS028,HS029,HS030
684,19110185, ,2,HS014,HS017,HS008,HS002,HS001,HS003,HS004,HS005,HS006,HS007,HS009,HS010,HS011,HS012,HS013,HS015,HS016,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
685,19110186, ,2,HS025,HS002,HS016,HS001,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS026,HS027,HS028,HS029,HS030
686,19110187, ,1,HS026,HS016,HS010,HS015,HS007,HS011,HS029,HS018,HS027,HS017,HS001,HS002,HS003,HS004,HS005,HS006,HS008,HS009,HS012,HS013,HS014,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS028,HS030
687,19110188, ,2,HS007,HS001,HS002,HS003,HS004,HS005,HS006,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
688,19110189, ,1,HS015,HS027,HS014,HS028,HS019,HS003,HS012,HS004,HS020,HS010,HS026,HS023,HS016,HS001,HS002,HS005,HS006,HS007,HS008,HS009,HS011,HS013,HS017,HS018,HS021,HS022,HS024,HS025,HS029,HS030
689,19110190, ,3,HS026,HS029,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS027,HS028,HS030
690,19110191, ,1,HS016,HS002,HS017,HS006,HS010,HS011,HS007,HS014,HS025,HS021,HS028,HS003,HS027,HS015,HS024,HS030,HS009,HS013,HS005,HS001,HS020,HS008,HS019,HS012,HS029,HS004,HS018,HS022,HS023,HS026
691,19110192, ,3,HS012,HS016,HS005,HS001,HS002,HS003,HS004,HS006,HS007,HS008,HS009,HS010,HS011,HS013,HS014,HS015,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
692,19110193, ,3,HS019,HS026,HS018,HS006,HS024,HS014,HS021,HS009,HS027,HS012,HS022,HS015,HS029,HS020,HS008,HS010,HS030,HS028,HS001,HS002,HS003,HS004,HS005,HS007,HS011,HS013,HS016,HS017,HS023,HS025
693,19110194, ,1,HS016,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
694,19110195, ,3,HS004,HS024,HS018,HS028,HS003,HS005,HS022,HS001,HS002,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS019,HS020,HS021,HS023,HS025,HS026,HS027,HS029,HS030
695,19110196, ,2,HS019,HS006,HS012,HS021,HS017,HS022,HS014,HS030,HS023,HS024,HS018,HS011,HS010,HS027,HS009,HS028,HS001,HS013,HS002,HS003,HS008,HS020,HS007,HS004,HS005,HS015,HS016,HS025,HS026,HS029
696,19110197, ,1,HS026,HS015,HS007,HS022,HS001,HS002,HS003,HS004,HS005,HS006,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS016,HS017,HS018,HS019,HS020,HS021,HS023,HS024,HS025,HS027,HS028,HS029,HS030
697,19110198, ,2,HS013,HS006,HS003,HS030,HS017,HS004,HS010,HS005,HS014,HS007,HS021,HS024,HS008,HS001,HS015,HS009,HS020,HS028,HS016,HS022,HS002,HS011,HS012,HS018,HS019,HS023,HS025,HS026,HS027,HS029
698,19110199, ,2,HS026,HS020,HS016,HS015,HS023,HS027,HS018,HS003,HS030,HS022,HS014,HS001,HS012,HS017,HS007,HS002,HS004,HS005,HS006,HS008,HS009,HS010,HS011,HS013,HS019,HS021,HS024,HS025,HS028,HS029
699,19110200, ,2,HS012,HS023,HS022,HS029,HS010,HS007,HS013,HS021,HS018,HS002,HS028,HS017,HS008,HS009,HS014,HS001,HS020,HS019,HS005,HS015,HS006,HS030,HS025,HS011,HS004,HS003,HS016,HS024,HS026,HS027
700,19110201, ,2,HS027,HS020,HS017,HS023,HS012,HS014,HS013,HS025,HS022,HS015,HS026,HS021,HS004,HS011,HS007,HS029,HS030,HS019,HS008,HS002,HS001,HS003,HS005,HS006,HS009,HS010,HS016,HS018,HS024,HS028
701,19110202, ,2,HS009,HS010,HS027,HS028,HS017,HS020,HS030,HS004,HS029,HS005,HS001,HS002,HS003,HS006,HS007,HS008,HS011,HS012,HS013,HS014,HS015,HS016,HS018,HS019,HS021,HS022,HS023,HS024,HS025,HS026
702,19110203, ,3,HS028,HS003,HS024,HS001,HS019,HS029,HS014,HS016,HS011,HS010,HS009,HS007,HS026,HS021,HS008,HS013,HS020,HS012,HS004,HS002,HS015,HS022,HS018,HS023,HS006,HS030,HS025,HS017,HS027,HS005
703,19110204, ,2,HS024,HS010,HS001,HS007,HS016,HS014,HS029,HS020,HS027,HS002,HS003,HS004,HS005,HS006,HS008,HS009,HS011,HS012,HS013,HS015,HS017,HS018,HS019,HS021,HS022,HS023,HS025,HS026,HS028,HS030
704,19110205, ,1,HS009,HS008,HS010,HS016,HS021,HS004,HS020,HS024,HS012,HS001,HS002,HS003,HS005,HS006,HS007,HS011,HS013,HS014,HS015,HS017,HS018,HS019,HS022,HS023,HS025,HS026,HS027,HS028,HS029,HS030
705,19110206, ,2,HS007,HS023,HS025,HS012,HS030,HS022,HS026,HS028,HS011,HS005,HS021,HS013,HS006,HS010,HS009,HS002,HS020,HS001,HS003,HS004,HS008,HS014,HS015,HS016,HS017,HS018,HS019,HS024,HS027,HS029
706,19110207, ,1,HS026,HS028,HS010,HS003,HS029,HS011,HS024,HS025,HS027,HS004,HS009,HS006,HS016,HS013,HS019,HS014,HS023,HS008,HS022,HS005,HS012,HS001,HS002,HS007,HS015,HS017,HS018,HS020,HS021,HS030
707,19110208, ,1,HS012,HS010,HS015,HS006,HS024,HS008,HS007,HS021,HS017,HS013,HS023,HS026,HS030,HS014,HS002,HS003,HS009,HS001,HS004,HS005,HS011,HS016,HS018,HS019,HS020,HS022,HS025,HS027,HS028,HS029
708,19110209, ,2,HS022,HS023,HS007,HS010,HS019,HS011,HS002,HS003,HS028,HS008,HS017,HS014,HS021,HS030,HS016,HS024,HS025,HS004,HS027,HS015,HS005,HS029,HS020,HS001,HS009,HS013,HS018,HS006,HS026,HS012
709,19110210, ,1,HS004,HS013,HS002,HS001,HS003,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
710,19110211, ,3,HS027,HS006,HS013,HS011,HS010,HS019,HS017,HS012,HS003,HS005,HS025,HS026,HS024,HS004,HS028,HS030,HS014,HS002,HS009,HS021,HS029,HS023,HS008,HS022,HS001,HS007,HS015,HS016,HS018,HS020
711,19110212, ,2,HS001,HS026,HS008,HS025,HS007,HS018,HS009,HS021,HS003,HS005,HS002,HS004,HS027,HS010,HS020,HS022,HS023,HS013,HS016,HS028,HS030,HS006,HS015,HS014,HS029,HS011,HS019,HS017,HS024,HS012
712,19110213, ,3,HS017,HS026,HS015,HS005,HS023,HS007,HS022,HS009,HS019,HS013,HS008,HS018,HS025,HS011,HS020,HS029,HS002,HS024,HS006,HS014,HS001,HS016,HS027,HS003,HS004,HS010,HS012,HS021,HS028,HS030
713,19110214, ,3,HS008,HS009,HS020,HS018,HS006,HS007,HS010,HS013,HS003,HS026,HS028,HS024,HS016,HS002,HS014,HS021,HS004,HS027,HS015,HS005,HS012,HS017,HS029,HS022,HS001,HS011,HS019,HS023,HS025,HS030
714,19110215, ,2,HS022,HS002,HS015,HS025,HS027,HS010,HS028,HS024,HS006,HS008,HS018,HS016,HS009,HS014,HS005,HS001,HS003,HS004,HS007,HS011,HS012,HS013,HS017,HS019,HS020,HS021,HS023,HS026,HS029,HS030
715,19110216, ,3,HS029,HS008,HS027,HS009,HS019,HS005,HS020,HS024,HS023,HS007,HS003,HS021,HS002,HS015,HS017,HS016,HS030,HS026,HS010,HS011,HS025,HS012,HS006,HS004,HS014,HS018,HS013,HS001,HS022,HS028
716,19110217, ,3,HS002,HS029,HS013,HS015,HS008,HS027,HS003,HS016,HS021,HS009,HS001,HS004,HS005,HS006,HS007,HS010,HS011,HS012,HS014,HS017,HS018,HS019,HS020,HS022,HS023,HS024,HS025,HS026,HS028,HS030
717,19110218, ,3,HS009,HS022,HS011,HS016,HS027,HS024,HS001,HS025,HS021,HS007,HS030,HS017,HS002,HS003,HS004,HS005,HS006,HS008,HS010,HS012,HS013,HS014,HS015,HS018,HS019,HS020,HS023,HS026,HS028,HS029
718,19110219, ,2,HS028,HS001,HS021,HS007,HS020,HS019,HS015,HS022,HS027,HS017,HS011,HS029,HS006,HS016,HS010,HS008,HS030,HS025,HS009,HS013,HS024,HS005,HS004,HS012,HS023,HS002,HS026,HS014,HS003,HS018
719,19110220, ,2,HS005,HS016,HS002,HS013,HS022,HS018,HS023,HS017,HS014,HS012,HS001,HS027,HS028,HS026,HS003,HS010,HS025,HS030,HS029,HS019,HS007,HS009,HS015,HS004,HS008,HS024,HS006,HS011,HS020,HS021
720,19110221, ,3,HS014,HS001,HS004,HS025,HS006,HS022,HS009,HS024,HS027,HS028,HS005,HS012,HS018,HS030,HS026,HS003,HS002,HS007,HS008,HS010,HS011,HS013,HS015,HS016,HS017,HS019,HS020,HS021,HS023,HS029
721,19110222, ,2,HS012,HS024,HS005,HS020,HS022,HS025,HS007,HS010,HS023,HS029,HS004,HS006,HS009,HS001,HS003,HS021,HS013,HS030,HS002,HS008,HS011,HS014,HS015,HS016,HS017,HS018,HS019,HS026,HS027,HS028
722,19110223, ,3,HS029,HS001,HS015,HS013,HS010,HS008,HS006,HS007,HS023,HS002,HS003,HS004,HS005,HS009,HS011,HS012,HS014,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS024,HS025,HS026,HS027,HS028,HS030
